transaction_id,fecha,anio,mes,nombre_mes,empresa,cliente_proveedor,categoria,subcategoria,tipo_movimiento,importe_limpio,moneda,canal_pago,estado,centro_coste,descripcion,referencia_externa,pais
TRX-100113,2024-04-03,2024,4,Abril,Cresta Partners SA,Angelino Marcos Fortuny S.A.,Servicios,Mantenimiento,Ingreso,4429.22,EUR,Transferencia,Pagado,Operaciones,Considera mal propio hijo sala pronto.,REF-41925,Alemania
TRX-100114,2024-03-11,2024,3,Marzo,Andes Investments SL,Grupo Macias S.Com.,Otros,Varios,Ingreso,3952.12,EUR,Tarjeta,Pagado,Comercial,Señora mayoría hecho fuerza dicen.,REF-88116,España
TRX-100115,2025-07-07,2025,7,Julio,Nordic Capital SA,Teresa Pomares Nicolau S.L.N.E,Consultoría,Estrategia,Gasto,2999.62,EUR,Transferencia,Pagado,Operaciones,Autoridades méxico conciencia público eso medios salud explicó mujer.,REF-41186,España
TRX-100116,2024-09-28,2024,9,Septiembre,Nordic Capital SA,Logística Calderon & Asociados S.Com.,Ventas,Venta producto,Ingreso,1931.59,EUR,SEPA,Pagado,Finanzas,Partir productos ir compañía propia fue comercio.,REF-72422,España
TRX-100117,2025-08-30,2025,8,Agosto,Grupo Meridian SA,Royo y asociados S.L.,Suministros,Energía,Ingreso,1244.09,EUR,SEPA,Pagado,Dirección,E oficial dios creación permite.,REF-78347,España
TRX-100118,2025-05-05,2025,5,Mayo,Grupo Meridian SA,Grupo Ríos S.A.,Ventas,Venta producto,Gasto,3478.28,EUR,Paypal,Pagado,TI,Cambio siquiera tengo martín este.,REF-19632,Italia
TRX-100119,2024-05-31,2024,5,Mayo,Nordic Capital SA,Supermercados Peláez S.Com.,Suministros,Energía,Ingreso,1496.98,EUR,Bizum,Pagado,Dirección,Partidos varias hijo suelo cuerpo.,REF-52622,España
TRX-100120,2024-10-28,2024,10,Octubre,Andes Investments SL,Banca Privada JAVG S.L.,Otros,Regularización,Gasto,1888.07,EUR,Transferencia,Pendiente,Finanzas,Ejemplo p acciones términos nuestro están cada grupo viaje.,REF-95814,España
TRX-100121,2024-08-08,2024,8,Agosto,Grupo Meridian SA,Logística SDCU S.L.L.,Financiación,Comisiones,Gasto,3373.63,USD,Paypal,Pagado,TI,Cuadro militar casa punto lugar mantener.,REF-62262,España
TRX-100122,2025-03-13,2025,3,Marzo,Cresta Partners SA,Hermanos Peinado S.Coop.,Servicios,Mantenimiento,Gasto,3212.37,EUR,Tarjeta,Pagado,TI,Quien electoral él hijo región posibilidad papel dirección libre primera.,REF-18799,España
TRX-100123,2025-03-18,2025,3,Marzo,Cresta Partners SA,Benavent y asociados S.Coop.,Servicios,Soporte,Ingreso,1601.93,EUR,Tarjeta,Pagado,RRHH,Internacional sectores libros pensar frente piel haya debía yo hecho.,REF-83608,España
TRX-100124,2024-12-28,2024,12,Diciembre,Cresta Partners SA,Inversiones Cózar S.A.,Servicios,Mantenimiento,Gasto,5232.71,EUR,Efectivo,Pagado,Operaciones,Van concepto cama u obra opinión causa.,REF-23579,España
TRX-100125,2025-11-03,2025,11,Noviembre,Nordic Capital SA,Inversiones Bueno S.Coop.,Nómina,Sueldos,Gasto,5165.74,USD,Efectivo,Pendiente,Operaciones,Superior salir personas elementos rodríguez orden.,REF-25058,Portugal
TRX-100126,2026-04-06,2026,4,Abril,Andes Investments SL,Familia Bertrán S.A.,Otros,Varios,Gasto,4032.35,GBP,SEPA,Pagado,Dirección,Nombre fuera miguel secretario sin dicen alguien dónde manos centro.,REF-82972,España
TRX-100127,2024-07-03,2024,7,Julio,Cresta Partners SA,Martorell y Santana S.A.,Marketing,Publicidad,Gasto,4029.94,EUR,Efectivo,Pagado,Comercial,Pasado diferentes actividad buena mejor.,REF-28776,España
TRX-100128,2024-05-25,2024,5,Mayo,Iberia Finance SL,Ojeda y asociados S.A.,Impuestos,IVA,Ingreso,4032.38,EUR,Tarjeta,Pagado,TI,Hijos forma número ellos personal nacional mi deseo.,REF-54681,España
TRX-100129,2024-11-28,2024,11,Noviembre,Iberia Finance SL,Hurtado y Cuesta S.L.L.,Marketing,Contenido,Ingreso,14533.35,EUR,SEPA,Pagado,Finanzas,Valores manera medio explicó niño hacerlo serie día tema cara.,REF-45665,España
TRX-100130,2025-09-13,2025,9,Septiembre,Grupo Meridian SA,Fábrica del Levante S.A.,Impuestos,Retenciones,Gasto,4941.57,EUR,SEPA,Pagado,TI,Comunidad contenido tomar aquellos quiero hija salud.,REF-24534,España
TRX-100131,2025-06-23,2025,6,Junio,Iberia Finance SL,Promociones Quintana y asociados S.A.,Otros,Ajustes,Gasto,4301.65,EUR,SEPA,Pagado,Comercial,Habría muchos allá cada estamos.,REF-49507,Alemania
TRX-100132,2024-10-23,2024,10,Octubre,Iberia Finance SL,Consultoría Castells & Asociados S.Com.,Consultoría,Finanzas,Gasto,2020.43,EUR,Bizum,Pagado,Comercial,Mar condiciones nuevo clase estoy dos ser viaje.,REF-59834,España
TRX-100133,2025-07-26,2025,7,Julio,Iberia Finance SL,Aurelia Saura Company S.Coop.,Nómina,Seguridad Social,Gasto,2746.89,EUR,Bizum,Pagado,Finanzas,Madrid reforma tuvo tema alta pese podemos sociales cabo aire.,REF-70260,Italia
TRX-100134,2025-03-15,2025,3,Marzo,Cresta Partners SA,Tecnologías Alegria y asociados S.Com.,Suministros,Energía,Gasto,8605.95,EUR,Efectivo,Pagado,Finanzas,Paciente experiencia europea baja crecimiento.,REF-52568,España
TRX-100135,2025-12-07,2025,12,Diciembre,Iberia Finance SL,Hnos Lara S.L.N.E,Otros,Ajustes,Gasto,958.31,EUR,Transferencia,Pagado,RRHH,Común valores b partido pueda quizá consumo entonces argentina sobre.,REF-62487,España
TRX-100136,2026-02-02,2026,2,Febrero,Nordic Capital SA,Finanzas WV S.Com.,Impuestos,Retenciones,Gasto,2409.91,EUR,Tarjeta,Pagado,Dirección,Dirección características toma tribunal estructura ni.,REF-24945,España
TRX-100137,2024-12-25,2024,12,Diciembre,Nordic Capital SA,Fábrica Morcillo S.L.U.,Nómina,Bonos,Ingreso,5246.28,EUR,Efectivo,Pagado,RRHH,Crisis seguridad cuenta esfuerzo aquella libro psoe valores sangre.,REF-30036,Portugal
TRX-100138,2026-03-02,2026,3,Marzo,Grupo Meridian SA,Tecnologías Fernandez & Asociados S.C.P,Servicios,Soporte,Gasto,2091.37,EUR,SEPA,Pagado,RRHH,Tarde aquellas director sería parece ejército trata.,REF-94278,España
TRX-100139,2025-10-04,2025,10,Octubre,Nordic Capital SA,Llanos y asociados S.A.,Otros,Ajustes,Gasto,4358.82,EUR,Paypal,Pagado,Operaciones,Tampoco conseguir vía dan película cabeza podría quería esas arte.,REF-46002,España
TRX-100140,2024-03-16,2024,3,Marzo,Grupo Meridian SA,Tecnologías Gargallo & Asociados S.L.L.,Suministros,Energía,Gasto,3191.43,EUR,Transferencia,Pagado,Operaciones,Corte diario hoy alta respuesta sociedad grande.,REF-20057,España
TRX-100141,2025-08-31,2025,8,Agosto,Grupo Meridian SA,Hotel Castellana S.A.,Servicios,Asesoría,Gasto,2171.86,EUR,Bizum,Rechazado,TI,Región mundo cierta y resto muerto seis etapa.,REF-84928,España
TRX-100142,2025-05-02,2025,5,Mayo,Iberia Finance SL,Albina Flores Madrigal S.Com.,Suministros,Energía,Ingreso,845.95,EUR,Efectivo,Cancelado,Finanzas,Pequeña día partidos presente participación.,REF-76132,España
TRX-100143,2025-12-25,2025,12,Diciembre,Grupo Meridian SA,Grupo Rios S.L.N.E,Ventas,Venta producto,Gasto,3430.1,EUR,SEPA,Pagado,Operaciones,Corte todo encontrar expresión ciudad deja.,REF-47079,España
TRX-100144,2025-09-04,2025,9,Septiembre,Cresta Partners SA,Banco Agullo y asociados S.Coop.,Suministros,Energía,Ingreso,1996.51,EUR,Transferencia,Pagado,RRHH,Propuesta iba miembros república pública.,REF-98916,España
TRX-100145,2025-11-03,2025,11,Noviembre,Atlantic Holdings SL,Talleres Llamas S.A.,Marketing,Contenido,Ingreso,2933.62,EUR,Bizum,Pagado,Operaciones,Mercado régimen haciendo formación no.,REF-50662,Alemania
TRX-100146,2025-09-01,2025,9,Septiembre,Atlantic Holdings SL,Marquez & Asociados S.A.,Impuestos,IVA,Ingreso,4012.97,EUR,Bizum,Pendiente,Comercial,Llamado hijos tan cargo cosas nacional sé final.,REF-97833,España
TRX-100147,2025-10-23,2025,10,Octubre,Andes Investments SL,Restauración Gutiérrez y asociados S.L.,Financiación,Préstamos,Gasto,4748.83,EUR,Efectivo,Pagado,Comercial,Manos participación un tomar realizar ni les partir.,REF-54791,Alemania
TRX-100148,2024-08-19,2024,8,Agosto,Nordic Capital SA,Valverde y Mercader S.L.,Logística,Transporte,Ingreso,2405.78,EUR,Transferencia,Pagado,RRHH,Fuerza nadie constitución estaban ninguna vuelve puerta.,REF-79013,España
TRX-100149,2024-05-14,2024,5,Mayo,Nordic Capital SA,Marita Gil Huertas S.L.,Suministros,Energía,Gasto,2169.64,EUR,Bizum,Pendiente,Comercial,Instituciones esa deben especie te manuel nos hacen prensa pedro.,REF-67366,España
TRX-100150,2026-01-06,2026,1,Enero,Grupo Meridian SA,Distribuciones Mosquera S.L.L.,Suministros,Energía,Ingreso,1481.91,EUR,Bizum,Pendiente,Comercial,Ante aún b tanto cabo pasó grupos congreso cara.,REF-79993,España
TRX-100151,2025-01-11,2025,1,Enero,Grupo Meridian SA,Hnos Mendez S.L.,Logística,Transporte,Gasto,4862.02,EUR,Paypal,Pagado,TI,Madre el usted ahora espacio i encuentra así.,REF-31241,Francia
TRX-100152,2024-09-13,2024,9,Septiembre,Cresta Partners SA,Tecnologías OJ S.A.,Otros,Varios,Ingreso,8003.88,EUR,Efectivo,Pagado,Finanzas,Pesar socialista consejo asimismo calle aunque buscar temas esto.,REF-77621,Francia
TRX-100153,2026-02-20,2026,2,Febrero,Atlantic Holdings SL,Carrasco & Asociados S.L.U.,Marketing,Publicidad,Ingreso,5117.26,EUR,SEPA,Pagado,TI,Varias fernando horas el más dicho plaza conjunto.,REF-22021,Alemania
TRX-100154,2024-12-23,2024,12,Diciembre,Grupo Meridian SA,Gras y Huertas S.Coop.,Nómina,Bonos,Ingreso,5666.92,EUR,SEPA,Pagado,TI,Muchas pone baja poco costa capital.,REF-20696,España
TRX-100155,2024-04-11,2024,4,Abril,Nordic Capital SA,Grupo Fábregas S.A.,Ventas,Venta servicio,Gasto,2100.91,EUR,Efectivo,Rechazado,TI,Ya domingo enfermedad desde carta hablar tu usted oposición hay.,REF-28191,Portugal
TRX-100156,2025-09-22,2025,9,Septiembre,Iberia Finance SL,Hotel Montaña y asociados S.A.U,Logística,Almacenaje,Ingreso,3896.29,EUR,Tarjeta,Pendiente,RRHH,Hospital políticos idea hora vamos superior.,REF-89807,España
TRX-100157,2024-08-31,2024,8,Agosto,Iberia Finance SL,Suministros Valcárcel S.A.,Servicios,Mantenimiento,Gasto,4555.14,EUR,Paypal,Pagado,RRHH,Pacientes américa llegado tuvo diferentes días sabe texto.,REF-69914,España
TRX-100158,2025-07-02,2025,7,Julio,Cresta Partners SA,Jose Angel Gomis Mas S.L.L.,Logística,Distribución,Ingreso,257.9,EUR,Tarjeta,Pagado,Operaciones,Puerto posibilidades cuales arriba vamos españa.,REF-66261,España
TRX-100159,2025-08-07,2025,8,Agosto,Nordic Capital SA,Infraestructuras Ibérica S.Com.,Suministros,Oficina,Gasto,1729.0,EUR,Transferencia,Pagado,Operaciones,Material hija tres éxito tener.,REF-18870,Alemania
TRX-100160,2026-03-16,2026,3,Marzo,Grupo Meridian SA,Restauración Ariza & Asociados S.A.,Financiación,Comisiones,Ingreso,6600.16,USD,Transferencia,Pagado,Operaciones,Éxito estudios posibilidad zonas luz constitución una pone imposible unos.,REF-43246,Portugal
TRX-100161,2024-12-19,2024,12,Diciembre,Cresta Partners SA,Yaiza Herrera Fuente S.Com.,Suministros,Oficina,Ingreso,1320.34,EUR,Transferencia,Pendiente,Dirección,Seguir características música banco ellas información congreso.,REF-53583,España
TRX-100162,2024-12-12,2024,12,Diciembre,Cresta Partners SA,Adelaida Cabello Soria S.L.,Suministros,Energía,Ingreso,6100.3,EUR,Bizum,Pagado,Comercial,Posibilidades acción idea cuales países decir hombres comenzó.,REF-27675,España
TRX-100163,2024-10-27,2024,10,Octubre,Iberia Finance SL,Marquez y Corominas S.A.,Logística,Transporte,Ingreso,1315.1,EUR,Transferencia,Pagado,Operaciones,Tampoco volvió nuevas tomar políticas problemas informe.,REF-77552,España
TRX-100164,2024-09-16,2024,9,Septiembre,Cresta Partners SA,Édgar Diéguez Ortuño S.A.,Financiación,Intereses,Ingreso,1776.54,EUR,Efectivo,Pendiente,Finanzas,Necesario profesional gracias dónde puede ya u deseo existencia doctor.,REF-95948,España
TRX-100165,2025-03-23,2025,3,Marzo,Cresta Partners SA,Cervantes y Guardia S.A.,Servicios,Mantenimiento,Gasto,3930.92,EUR,Paypal,Pagado,Comercial,Del control policía secretario tratamiento alta.,REF-75038,España
TRX-100166,2024-09-30,2024,9,Septiembre,Cresta Partners SA,Georgina Torrents Alcázar S.A.,Suministros,Energía,Ingreso,3231.66,EUR,Paypal,Pagado,Comercial,Papel su quedó menor unidos carácter derecha salud visita fueron.,REF-81496,España
TRX-100167,2024-12-01,2024,12,Diciembre,Atlantic Holdings SL,Despacho JB S.L.L.,Servicios,Soporte,Gasto,2530.65,EUR,Bizum,Pagado,Dirección,Produce te lenguaje etc sociedad ve cierto.,REF-68183,España
TRX-100168,2024-12-27,2024,12,Diciembre,Atlantic Holdings SL,DESCONOCIDO,Ventas,Suscripción,Gasto,6476.41,EUR,Transferencia,Pagado,Dirección,Enfermedad eso solución siquiera.,REF-63242,España
TRX-100169,2024-05-26,2024,5,Mayo,Iberia Finance SL,Bustos & Asociados S.A.T.,Consultoría,Estrategia,Gasto,1504.9,EUR,Tarjeta,Pendiente,Operaciones,Nuevos años e particular revolución contrario este propuesta hemos rosa.,REF-57467,España
TRX-100170,2025-09-11,2025,9,Septiembre,Cresta Partners SA,Servicios Benítez S.Com.,Otros,Varios,Ingreso,2876.09,EUR,Efectivo,Pagado,Finanzas,San período razón aun mayoría mitad madrid vuelve éxito economía.,REF-85225,España
TRX-100171,2024-11-17,2024,11,Noviembre,Nordic Capital SA,Baeza & Asociados S.Com.,Suministros,Tecnología,Gasto,4175.64,GBP,Transferencia,Pendiente,TI,Quiere carrera dan servicio lejos.,REF-77861,España
TRX-100172,2024-09-25,2024,9,Septiembre,Cresta Partners SA,Hermanos Sanjuan S.Coop.,Financiación,Préstamos,Gasto,3596.75,EUR,SEPA,Pagado,TI,Allá zona fin plan tampoco psoe equipo gente.,REF-36237,España
TRX-100173,2024-06-25,2024,6,Junio,Iberia Finance SL,Compañía ILG S.L.,Servicios,Mantenimiento,Gasto,2209.04,EUR,Efectivo,Pagado,Dirección,Creo ella tipos imagen pequeño antes durante salud.,REF-18511,España
TRX-100174,2024-06-10,2024,6,Junio,Atlantic Holdings SL,Calderón y Amo S.A.,Marketing,Eventos,Ingreso,2252.45,EUR,Transferencia,Cancelado,Comercial,Tres domingo voz buen aquel obras otra abril victoria imágenes.,REF-41029,Portugal
TRX-100175,2025-07-21,2025,7,Julio,Grupo Meridian SA,Restauración Doménech S.A.,Ventas,Venta servicio,Gasto,4714.1,EUR,SEPA,Pagado,Finanzas,Siglo decir ver muchas cierto mayo creo.,REF-18617,España
TRX-100176,2025-02-24,2025,2,Febrero,Andes Investments SL,Transportes Ibérica S.Coop.,Logística,Distribución,Gasto,377182.0,EUR,Efectivo,Pagado,TI,Familia siguientes mayoría quizá película proyecto.,REF-71057,España
TRX-100177,2026-04-28,2026,4,Abril,Nordic Capital SA,Ros & Asociados S.Com.,Suministros,Oficina,Ingreso,3644.07,EUR,Transferencia,Pendiente,RRHH,Encuentran punto seguridad buscar generales aquel padres investigación fuentes sociedad.,REF-30056,España
TRX-100178,2025-12-27,2025,12,Diciembre,Atlantic Holdings SL,Lozano y Pozo S.Com.,Consultoría,Finanzas,Ingreso,1952.72,GBP,SEPA,Rechazado,Finanzas,Nuestro somos fueron materia le principales tipos situación conciencia principios.,REF-42847,España
TRX-100179,2024-05-08,2024,5,Mayo,Andes Investments SL,Soluciones ZGMI S.L.,Financiación,Intereses,Gasto,2290.92,EUR,SEPA,Pagado,RRHH,Cada torno posibilidad estoy sociales toma autoridades conjunto.,REF-86106,España
TRX-100180,2025-09-11,2025,9,Septiembre,Andes Investments SL,Blázquez & Asociados S.L.,Otros,Regularización,Gasto,3082.77,EUR,Transferencia,Pagado,Dirección,Aquí decía contrario siquiera reunión piel mayoría europea.,REF-85598,España
TRX-100181,2025-03-02,2025,3,Marzo,Grupo Meridian SA,Alimentación NA S.Coop.,Nómina,Seguridad Social,Ingreso,3311.56,USD,SEPA,Pagado,Operaciones,Puedo nadie puerta puntos permite compañía debe somos educación equipo.,REF-73300,España
TRX-100182,2025-04-09,2025,4,Abril,Cresta Partners SA,Consultoría HQXK S.Coop.,Impuestos,Retenciones,Ingreso,4094.63,EUR,Paypal,Pagado,TI,País quedó julio donde era espera más programa hacer.,REF-36741,España
TRX-100183,2026-01-05,2026,1,Enero,Cresta Partners SA,Industrias Villalobos S.A.,Consultoría,Finanzas,Gasto,2799.02,GBP,Efectivo,Cancelado,Comercial,Mercado ir llegó conciencia origen ciudad.,REF-58567,España
TRX-100184,2024-09-04,2024,9,Septiembre,Iberia Finance SL,Priego y Andres S.L.,Servicios,Mantenimiento,Gasto,4662.42,EUR,Tarjeta,Pagado,Finanzas,Personal estudio en ejemplo dar especie.,REF-48038,Alemania
TRX-100185,2024-09-11,2024,9,Septiembre,Atlantic Holdings SL,Construcción JQXN S.L.L.,Otros,Ajustes,Ingreso,4637.12,USD,Bizum,Pagado,Comercial,Peor seguridad razón tema presidente propia edad grupo plaza felipe.,REF-75308,Alemania
TRX-100186,2024-11-11,2024,11,Noviembre,Iberia Finance SL,Desarrollo GPJ S.L.,Logística,Almacenaje,Gasto,5760.95,EUR,Paypal,Pagado,Comercial,Razón especialmente libre relaciones efecto quiero has precios cuenta aquí.,REF-38199,España
TRX-100187,2024-10-15,2024,10,Octubre,Andes Investments SL,Desarrollo Exposito y asociados S.L.L.,Ventas,Venta producto,Gasto,3150.98,USD,Bizum,Pagado,Operaciones,Sólo ellas del pues sala pablo prensa comunidad políticas diferentes prueba.,REF-80345,España
TRX-100188,2024-05-17,2024,5,Mayo,Cresta Partners SA,Florencio Blanch Anguita S.L.,Servicios,Mantenimiento,Gasto,3674.62,EUR,Paypal,Pagado,TI,Aquel hora pasar veces cara médico vino.,REF-16705,España
TRX-100189,2025-07-20,2025,7,Julio,Iberia Finance SL,Consultoría OQT S.L.L.,Nómina,Bonos,Gasto,2909.61,EUR,Paypal,Pendiente,Operaciones,Humano primeros estados medios estructura.,REF-91689,España
TRX-100190,2024-04-09,2024,4,Abril,Atlantic Holdings SL,Inversiones Castellana S.Coop.,Servicios,Soporte,Gasto,1965.59,EUR,Efectivo,Pagado,Operaciones,Pregunta tan señora unos habla situación efectos francia.,REF-28909,España
TRX-100191,2025-05-27,2025,5,Mayo,Iberia Finance SL,Daza y Chaparro S.L.,Financiación,Intereses,Ingreso,7913.36,EUR,Bizum,Pagado,TI,Puerto habría apenas rey veces paciente.,REF-78069,España
TRX-100192,2024-05-23,2024,5,Mayo,Andes Investments SL,Instalaciones Lastra & Asociados S.A.,Otros,Regularización,Gasto,5407.19,EUR,Paypal,Cancelado,Dirección,Grado flores santiago mucho señaló cuerpo espera técnica.,REF-49221,España
TRX-100193,2025-06-29,2025,6,Junio,Cresta Partners SA,Tovar y Cisneros S.Coop.,Financiación,Comisiones,Gasto,4590.93,EUR,Paypal,Pendiente,Operaciones,Única pesar vida producto carrera dio dejó.,REF-53416,España
TRX-100194,2024-11-11,2024,11,Noviembre,Andes Investments SL,Sanz y asociados S.Com.,Impuestos,Sociedades,Ingreso,3096.78,EUR,Bizum,Pendiente,RRHH,Zonas hija sí aquellas.,REF-85711,España
TRX-100195,2025-05-06,2025,5,Mayo,Andes Investments SL,Barroso y asociados S.A.T.,Ventas,Suscripción,Ingreso,1872.5,EUR,SEPA,Pendiente,TI,Tales comunidad real derecho queda momento industria expresión vio.,REF-29369,Francia
TRX-100196,2025-08-09,2025,8,Agosto,Nordic Capital SA,Familia Cabezas S.L.,Nómina,Sueldos,Ingreso,4988.45,EUR,Efectivo,Pagado,TI,Su muerto pasado cara proyectos población explicó armas contenido.,REF-36724,España
TRX-100197,2026-01-23,2026,1,Enero,Cresta Partners SA,Distribuciones Lledó & Asociados S.L.,Otros,Ajustes,Ingreso,2883.39,EUR,Tarjeta,Pagado,Dirección,Eso norte suelo porque hubo artículo mitad.,REF-72701,España
TRX-100198,2025-04-15,2025,4,Abril,Andes Investments SL,Bou y Bustamante S.A.,Suministros,Oficina,Gasto,3838.23,EUR,Bizum,Pagado,Dirección,Después podemos juego imagen se palabras hacia oro acciones.,REF-44650,España
TRX-100199,2024-10-12,2024,10,Octubre,Nordic Capital SA,Calisto Granados Piñol S.A.,Nómina,Sueldos,Gasto,2286.23,GBP,Efectivo,Pendiente,Dirección,Estado fuerza dicho vista aspectos.,REF-37168,España
TRX-100200,2025-05-06,2025,5,Mayo,Andes Investments SL,Despacho Bayona S.Coop.,Logística,Almacenaje,Gasto,3532.62,USD,Bizum,Pagado,Finanzas,Actividades tenía ahí grandes.,REF-85166,España
TRX-100201,2026-04-18,2026,4,Abril,Nordic Capital SA,Soluciones Salas S.L.L.,Impuestos,Retenciones,Gasto,2362.23,EUR,Efectivo,Cancelado,Finanzas,Aun madrid ayer marcha propia.,REF-55398,Italia
TRX-100202,2025-05-05,2025,5,Mayo,Nordic Capital SA,Miranda y Chaves S.C.P,Marketing,Contenido,Ingreso,2411.14,USD,Efectivo,Rechazado,Dirección,Final elecciones valores verdad pacientes.,REF-45601,España
TRX-100203,2025-08-23,2025,8,Agosto,Nordic Capital SA,Hermanos Fuertes S.Coop.,Otros,Regularización,Ingreso,3509.82,EUR,SEPA,Pagado,Comercial,Social presencia autor programas cuadro estar hubiera san silencio mismo.,REF-16880,España
TRX-100204,2025-04-28,2025,4,Abril,Cresta Partners SA,Hermanos Moliner S.A.,Suministros,Energía,Ingreso,1303.94,EUR,Transferencia,Cancelado,Comercial,Europa alguien grupo aquellos rafael ahora respuesta con acuerdo material.,REF-63334,España
